"","seed"
"1754",1330846162
"1755",224403322
"1756",973513717
"1757",234240945
"1758",1582877711
"1759",1343816773
"1760",1058955441
"1761",1551679342
"1762",149504213
"1763",1408140221
"1764",1496444104
"1765",1940854082
"1766",2126850204
"1767",137504859
"1768",580918311
"1769",592064397
"1770",1226548485
"1771",968580504
"1772",552936525
"1773",1060614742
"1774",2039799500
"1775",1267413696
"1776",1389329534
"1777",1754693940
"1778",1794078264
"1779",499557340
"1780",1553136219
"1781",883663502
"1782",798752389
"1783",1607363587
"1784",1809153526
"1785",1613008927
"1786",690760596
"1787",160266601
"1788",2119715841
"1789",1441662604
"1790",2054852912
"1791",1567702895
"1792",107681479
"1793",1935697191
"1794",227468031
"1795",164660912
"1796",1040013054
"1797",2129294117
"1798",714177266
"1799",1932038387
"1800",1886847377
"1801",1312622002
"1802",1936618117
"1803",1929826375
"1804",2137798643
"1805",1088988858
"1806",621739838
"1807",1675238918
"1808",284940901
"1809",225649334
"1810",686117419
"1811",147313883
"1812",302262850
"1813",457627049
"1814",999189731
"1815",1649777298
"1816",224742349
"1817",875299183
"1818",1971013180
"1819",438570802
"1820",829134457
"1821",1225488265
"1822",2026048779
"1823",1487618369
"1824",2078096914
"1825",1612220769
"1826",722115278
"1827",57459729
"1828",43554862
"1829",809195298
"1830",1194142824
"1831",1398954118
"1832",31262324
"1833",2112787264
"1834",459329172
"1835",1027868163
"1836",588850428
"1837",1585933219
"1838",626870712
"1839",1339908609
"1840",169478271
"1841",1126344860
"1842",1947634344
"1843",797048496
"1844",284497000
"1845",216625922
"1846",291993674
"1847",430263594
"1848",1553304697
"1849",1337176330
"1850",1673950047
"1851",1705670620
"1852",647223878
"1853",1107610633
"1854",1485852403
"1855",1348085021
"1856",666088578
"1857",2089713126
"1858",1844921740
"1859",250228056
"1860",692982908
"1861",493752748
"1862",315781719
"1863",309550417
"1864",1543741129
"1865",1187172805
"1866",2096977260
"1867",1843673391
"1868",623710664
"1869",1677114808
"1870",763735687
"1871",1919269456
"1872",916610255
"1873",945816492
"1874",1518187884
"1875",229474166
"1876",186059708
"1877",320647393
"1878",2106975766
"1879",29393934
"1880",734037110
"1881",99676737
"1882",1002526322
"1883",1810587473
"1884",433954093
"1885",1343493663
"1886",1363879674
"1887",401375918
"1888",860771675
"1889",1433356714
"1890",411320852
"1891",1036621750
"1892",2137660375
"1893",1743823243
"1894",26540866
"1895",10871216
"1896",1556664158
"1897",1586846933
"1898",937086840
"1899",1672436917
"1900",1317846745
"1901",1648765932
"1902",80168778
"1903",513014866
"1904",1248716877
"1905",2109034332
"1906",1790532967
"1907",1130283651
"1908",1934963347
"1909",655108584
"1910",1263589193
"1911",1293227070
"1912",768573035
"1913",646847257
"1914",1204754447
"1915",2115493579
"1916",696711501
"1917",1303227604
"1918",350191426
"1919",579876318
"1920",1908888413
"1921",2125631975
"1922",819625195
"1923",1368981160
"1924",857009334
"1925",1120249517
"1926",1985153044
"1927",1771977773
"1928",1097370157
"1929",2003340453
"1930",44823334
"1931",749631418
"1932",365198387
"1933",1027400318
"1934",1327407113
"1935",1544046763
"1936",593530296
"1937",1899418988
"1938",455732122
"1939",1758099635
"1940",1928040702
"1941",1962126238
"1942",1410656232
"1943",872499122
"1944",694454675
"1945",408929306
"1946",1043919620
"1947",2042064373
"1948",873188216
"1949",1575962543
"1950",1211227088
"1951",1654724908
"1952",1648767503
"1953",1286561740
"1954",201101263
"1955",131025472
"1956",1411955612
"1957",1559805377
"1958",464816207
"1959",1118294020
"1960",1422528467
"1961",173909729
"1962",2026997683
"1963",1873784391
"1964",909696258
"1965",430223375
"1966",2054287420
"1967",345280388
"1968",1025588091
"1969",1407461225
"1970",165042266
"1971",1233387787
"1972",1102943454
"1973",62306502
"1974",485949677
"1975",1428283875
"1976",1490557736
"1977",2106713539
"1978",1061098053
"1979",2092329329
"1980",635064215
"1981",1586414900
"1982",1582877510
"1983",835186701
"1984",1271805224
"1985",290149569
"1986",1754696554
"1987",53768844
"1988",1340758824
"1989",515097064
"1990",1634565479
"1991",1541137552
"1992",838664099
"1993",1982052135
"1994",848563691
"1995",2008767869
"1996",815894576
"1997",1167184890
"1998",410919196
"1999",1122572800
"2000",884753080
