"","seed"
"1753",103466745
"1754",1438545903
"1755",987152038
"1756",1678462199
"1757",437661906
"1758",1106658763
"1759",31320828
"1760",1462460551
"1761",8738058
"1762",1226360857
"1763",1231184699
"1764",363658881
"1765",1441970708
"1766",1749939554
"1767",1296938098
"1768",1045498506
"1769",239920533
"1770",521844531
"1771",27731612
"1772",1676523220
"1773",1246942812
"1774",1329278607
"1775",495720738
"1776",1181927352
"1777",1879193812
"1778",313837518
"1779",667998430
"1780",1066454359
"1781",459510845
"1782",267917114
"1783",1288283150
"1784",2115735082
"1785",250894282
"1786",773353268
"1787",1082860925
"1788",524522598
"1789",243402300
"1790",1521246398
"1791",111193387
"1792",236456724
"1793",23737584
"1794",1775589203
"1795",1542643140
"1796",2034105075
"1797",312309299
"1798",1850351957
"1799",1542161696
"1800",963669337
"1801",1127061510
"1802",942753979
"1803",1896988763
"1804",1864372809
"1805",1674649773
"1806",2056005955
"1807",497797436
"1808",1740741010
"1809",1289042399
"1810",594495343
"1811",2024795199
"1812",1920019735
"1813",1996807677
"1814",1377169961
"1815",53811953
"1816",1773469022
"1817",194013577
"1818",297201512
"1819",2055893468
"1820",1440944094
"1821",353643556
"1822",1458653189
"1823",1254734504
"1824",1461878444
"1825",1968903084
"1826",599054595
"1827",265786745
"1828",1888767470
"1829",2037830744
"1830",672919181
"1831",798640887
"1832",1101143117
"1833",325585373
"1834",1812184067
"1835",1186683390
"1836",1582417219
"1837",2110716490
"1838",1474815152
"1839",619989832
"1840",1213468191
"1841",2140009963
"1842",602666212
"1843",1635072913
"1844",1321790821
"1845",1392106065
"1846",1491388858
"1847",988039533
"1848",981240843
"1849",798644839
"1850",748999194
"1851",1520134728
"1852",2137841228
"1853",1151173037
"1854",1287135329
"1855",56810389
"1856",395878545
"1857",705970589
"1858",1196439495
"1859",1224092555
"1860",1031175544
"1861",1744691866
"1862",1643430719
"1863",1644516572
"1864",75089906
"1865",2021985507
"1866",1314439161
"1867",1540811379
"1868",1797249310
"1869",1427121472
"1870",1836927534
"1871",1431069606
"1872",1441209322
"1873",377546637
"1874",1812727785
"1875",397504701
"1876",1239903584
"1877",570325002
"1878",221150153
"1879",1499259073
"1880",1965052878
"1881",1238038911
"1882",1126026862
"1883",2135874478
"1884",108005880
"1885",243349564
"1886",1060080744
"1887",1357656765
"1888",1639524688
"1889",1244326905
"1890",91292983
"1891",521943142
"1892",544520045
"1893",1607101973
"1894",806693810
"1895",258274231
"1896",939891824
"1897",2011956901
"1898",1297044573
"1899",25882975
"1900",1159199206
"1901",1219805070
"1902",484344647
"1903",1608188775
"1904",238349458
"1905",152123989
"1906",18328764
"1907",479993187
"1908",1173076442
"1909",336658767
"1910",1955331377
"1911",513031365
"1912",1553382941
"1913",847447734
"1914",309171443
"1915",447609740
"1916",121298102
"1917",762030302
"1918",1956729048
"1919",718171661
"1920",1869610931
"1921",1310611008
"1922",31017566
"1923",234439699
"1924",1911562356
"1925",1957209985
"1926",482578855
"1927",101507622
"1928",52669365
"1929",960436813
"1930",474439739
"1931",1468500452
"1932",2110586083
"1933",1407657357
"1934",780888130
"1935",35047755
"1936",277955561
"1937",1405375265
"1938",2123971920
"1939",1342179680
"1940",1526923341
"1941",1155495442
"1942",592255213
"1943",1362727785
"1944",702270102
"1945",508050222
"1946",1505719638
"1947",310066766
"1948",78413907
"1949",749548310
"1950",98582330
"1951",1123208477
"1952",1742357549
"1953",215666646
"1954",1769248487
"1955",162744721
"1956",2120960693
"1957",1975820583
"1958",1113864640
"1959",1849876678
"1960",1769300975
"1961",1592216272
"1962",609379287
"1963",145200512
"1964",1349816962
"1965",1013718295
"1966",1402400931
"1967",131664520
"1968",1607621164
"1969",1320673030
"1970",1817017730
"1971",2114334558
"1972",1124030759
"1973",819667952
"1974",2047726887
"1975",1140704886
"1976",796681191
"1977",2113217941
"1978",735060471
"1979",910420336
"1980",1787939051
"1981",663028518
"1982",353207524
"1983",293326723
"1984",342960028
"1985",289042403
"1986",1089536798
"1987",1745578339
"1988",2049587375
"1989",1016713954
"1990",1934170425
"1991",826427588
"1992",1293145329
"1993",772369026
"1994",1476676608
"1995",1383563322
"1996",2133679431
"1997",1500598340
"1998",910988791
"1999",1470439450
"2000",1621470191
